Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013150"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"06/13/2025 FEDEX492577344 180.34 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"180.34"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013150"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1760 Craft (WGUC)"|^|"Florida Chamber of Commerce, Inc (Inactive)"|^|"06/10/2025 FLORIDA CHAMBER OF C 5,000.00 USD"|^|""|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"5000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013150"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1760 Craft (WGUC)"|^|""|^|"06/10/2025 FEDEX492163234 35.68 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"35.68"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013151"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/14/2025 STAPLES       001105 13.50 USD"|^|"Spiral notebooks for project"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"13.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013151"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/12/2025 EINSTEIN BROS BAGELS 7.21 USD"|^|"Coffee"|^|"Food - Out-of-Town Travel"|^|""|^|"Approved"|^|"0"|^|"7.21"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013151"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/14/2025 STAPLES       001105 13.50 USD"|^|"Spiral notebooks for project"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"13.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013151"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1322 Regional Operations - Southeast"|^|"Knoxville Area Chamber Partnership"|^|"06/13/2025 KNOXVILLE CHAMBER 5,000.00 USD"|^|"Knoxville Chamber ecosystem partner"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"5000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013151"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/15/2025 STAPLES       001105 13.50 USD"|^|"Spiral notebooks for project"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"13.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013152"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1536 Juvo GP"|^|""|^|"06/11/2025 DELAWARE CORP & TAX 296.00 USD"|^|"JUVO Apostille documents"|^|"Filing / License Fees"|^|""|^|"Approved"|^|"0"|^|"296"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013152"|^|"2025-06-19-07:00"|^|"2025-06-19-07:00"|^|"1536 Juvo GP"|^|""|^|"06/11/2025 DELAWARE CORP & TAX 298.00 USD"|^|"JUVO Apostille documents"|^|"Filing / License Fees"|^|""|^|"Approved"|^|"0"|^|"298"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013153"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1318 Regional Operations - Midwest"|^|""|^|"06/13/2025 EDUP ALLIANCE LLC 1,000.00 USD"|^|"Sponsorship"|^|"Sponsorships"|^|""|^|"Approved"|^|"0"|^|"1000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013153"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1318 Regional Operations - Midwest"|^|""|^|"06/12/2025 LPC AMA PLZ GARAGE T 31.00 USD"|^|"Parking"|^|"Parking & Tolls"|^|""|^|"Approved"|^|"0"|^|"31"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013153"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1318 Regional Operations - Midwest"|^|""|^|"06/17/2025 SHEEO 1,199.00 USD"|^|"SHEEO"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"1199"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013153"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1318 Regional Operations - Midwest"|^|""|^|"06/16/2025 CSG MIDWESTERN OFFIC 625.00 USD"|^|"Conference"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"625"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013154"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1760 Craft (WGUC)"|^|"WGU Procurement Only"|^|"06/16/2025 BOX, INC. 216.32 USD"|^|"subscription for BOX.com paying with craft Pcard"|^|"Software"|^|"PO-100035844"|^|"Approved"|^|"0"|^|"216.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013155"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1561 Craft Technology"|^|"WGU Procurement Only"|^|"06/16/2025 CALENDLY 59.47 USD"|^|"subscription to calendly for Craft - Pay Pcard each month"|^|"Software"|^|"PO-100035883"|^|"Approved"|^|"0"|^|"59.47"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013156"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1561 Craft Technology"|^|"WGU Procurement Only"|^|"06/16/2025 GRAIN.COM 75.55 USD"|^|"Blanket to pay monthly subscription with Pcard - GRAIN"|^|"Software"|^|"PO-100035898"|^|"Approved"|^|"0"|^|"75.55"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013157"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1561 Craft Technology"|^|"WGU Procurement Only"|^|"06/16/2025 CUSTOMER.IO EMAIL MA 136.00 USD"|^|"Blanket PO - Auth0 monthly payments"|^|"Software"|^|"PO-100037305"|^|"Approved"|^|"0"|^|"136"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013158"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1760 Craft (WGUC)"|^|"WGU Procurement Only"|^|"06/16/2025 1PASSWORD 81.20 USD"|^|"Setting up blanket purchase order to verify 1Password Pcard verifications. For Craft Education."|^|"Software"|^|"PO-100035352"|^|"Approved"|^|"0"|^|"81.2"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013159"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1314 Communications"|^|"WGU Procurement Only"|^|"06/16/2025 ENCORE GROUP USA LLC 1,848.64 USD"|^|"55” monitor and floor stand package for focus group hosted by WGU Labs at JFF Horizons."|^|"Audio / Visual Equipment"|^|"PO-100037699"|^|"Approved"|^|"0"|^|"1848.64"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013160"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/15/2025 N&O CIRCULATION 17.19 USD"|^|"Raleigh N+O Subscription for Ben Coulter"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"17.19"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013161"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1469 Learning Technology Admin"|^|"WGU Procurement Only"|^|"05/28/2025 ANTHROPIC: CLAUDE TE 29.09 USD"|^|"15 four month Team subscriptions to Claude.ai from Anthropic"|^|"Software"|^|"PO-100032193"|^|"Approved"|^|"0"|^|"29.09"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013163"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1220 Software"|^|"Maze.design LTD"|^|"06/13/2025 HTTPS://MAZE.DESIGN 132.00 USD"|^|"Maze.io is a usability testing tool, monthly cost is $132, annual cost is $1584"|^|"Software"|^|"PO-100033627"|^|"Approved"|^|"0"|^|"132"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013165"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"06/14/2025 ADOBE  *ADOBE 32.22 USD"|^|""|^|"Employee Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"32.22"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013165"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1330 Regional Operations - Northeast"|^|""|^|"06/16/2025 SINCLAIR BROADCAST G 2,035.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"2035"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"Costco Wholesale Corporation"|^|"06/09/2025 COSTCO *BUS CENTER 8 518.71 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"518.71"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|""|^|"06/04/2025 GRAINGER 115.92 USD"|^|""|^|"Security Equipment (cameras, readers, cards, etc)"|^|""|^|"Approved"|^|"0"|^|"115.92"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|""|^|"06/04/2025 FARR BETTER ICE CREA 248.00 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"248"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|""|^|"05/31/2025 SQ *BEVGAS LLC 12.92 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"12.92"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"05/31/2025 FEDEX37366231 815.15 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"815.15"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"UPS Ground Freight Inc"|^|"06/16/2025 UPS*BILLING CENTER 40.79 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"40.79"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"05/31/2025 FEDEX37363946 2,242.43 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"2242.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"05/30/2025 FEDEX37337073 136.64 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"136.64"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"06/13/2025 FEDEX37825566 1,637.79 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"1637.79"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"FedEx Freight and Express"|^|"06/07/2025 FEDEX37594269 1,474.67 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"1474.67"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"Action Locksmith"|^|"06/02/2025 ACTION LOCKSMITH PAR 18.27 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"18.27"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|""|^|"06/02/2025 UPS*BILLING CENTER 40.79 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"40.79"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013167"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1115 Facilities Management"|^|"UPS Ground Freight Inc"|^|"06/10/2025 UPS*BILLING CENTER 40.79 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"40.79"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013169"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1221 Enterprise Systems  (Site Support)"|^|"FedEx Freight and Express"|^|"06/13/2025 FEDEX37824651 6,463.09 USD"|^|"Postage & Shipping"|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"6463.09"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013170"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1607 University Events"|^|""|^|"06/03/2025 WGU DTOCAFE        Q 3.00 USD"|^|""|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"3"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013171"|^|"2025-06-20-07:00"|^|"2025-06-20-07:00"|^|"1469 Learning Technology Admin"|^|"Neo4j, Inc."|^|"06/02/2025 NEO4J, INC. 4.95 USD"|^|"neo4j 2gb professional aura db license"|^|"Software"|^|"PO-100036731"|^|"Approved"|^|"0"|^|"4.95"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013172"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1001 Office of the President / CEO"|^|"WGU Procurement Only"|^|"05/28/2025 HLT SLC CENTER SERTI (1,745.00) USD"|^|"Senior Leadership Development Summit - May 14, 2005. 
Vendor: Hilton Salt Lake City Center
Lodging"|^|"Lodging (Hotel, Motel, Etc)"|^|"PO-100037116"|^|"Approved"|^|"0"|^|"-1745"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013172"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1607 University Events"|^|"WGU Procurement Only"|^|"06/17/2025 R100-USH EVENTS 75.00 USD"|^|"Misc Supplies for WSB Summit (Onsite Supplies, Misc printing, etc)"|^|"Meeting Equipment & Supplies"|^|"PO-100037945"|^|"Approved"|^|"0"|^|"75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013172"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1607 University Events"|^|"WGU Procurement Only"|^|"06/10/2025 AGENT FEE 5,254.65 USD"|^|"Remaining Deposit for CTP service fee for WSB Summit Transfers."|^|"Meeting Equipment & Supplies"|^|"PO-100037944"|^|"Approved"|^|"0"|^|"5254.65"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013173"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/16/2025 IN *STITCHMARK, LLC 4,180.00 USD"|^|"Promotional items"|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"4180"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013173"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/16/2025 IN *STITCHMARK, LLC 3,566.00 USD"|^|"Promotional items"|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"3566"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013173"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/16/2025 IN *STITCHMARK, LLC 2,271.56 USD"|^|"Promotional items"|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"2271.56"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013173"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/17/2025 IN *STITCHMARK, LLC 3,257.00 USD"|^|"Promotional items"|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"3257"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013174"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/17/2025 IN *ROTARY CLUB OF N 1,545.00 USD"|^|"Rotary membership for Kim Estep"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"1545"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013174"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/17/2025 IN *ROTARY CLUB OF N 1,545.00 USD"|^|"Rotary membership for Ginger Hausser"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"1545"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10013174"|^|"2025-06-22-07:00"|^|"2025-06-22-07:00"|^|"1322 Regional Operations - Southeast"|^|""|^|"06/17/2025 IN *ROTARY CLUB OF N 579.50 USD"|^|"Rotary membership for Ginger Hausser"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"579.5"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/04/2025 AMAZON MKTPL*N65C946 14.82 USD"|^|"Astrobrights Color Cardstock, 65 lb Cover Weight, 8.5 x 11, Solar Yellow, 250/Pack"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"14.82"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON RETA* N63Z05S 68.80 USD"|^|"Astrobrights Color Cardstock, 65 lb Cover Weight, 8.5 x 11, Vulcan Green, 250/Pack"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"13.97"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON RETA* N63Z05S 68.80 USD"|^|"Tampax Pearl Tampons Regular Absorbency, With Leakguard Braid, Unscented, 50 Count x 2 Packs (100 Count total) (Packaging May Vary)"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"21.31"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON RETA* N63Z05S 68.80 USD"|^|"Amazon Basics Regular Absorbency Pads for Women, Ultra Thin with Flexi-Wings, Unscented, Size 1, 144 Count, (4 Packs of 36) (Previously Solimo)"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"16.11"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON RETA* N63Z05S 68.80 USD"|^|"Amazon Basics Ultra Thin Pads with Flexi-Wings for Periods, Extra Long Length, Super Absorbency, Unscented, Size 3, 112 Count (4 Packs of 28) (Previously Solimo)"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"17.41"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/09/2025 AMAZON MARK* NH2ZZ7A 61.57 USD"|^|"PUMIE Toilet Bowl Ring Remover, 1-Pack Pumice Stone Tough Stain Cleaner, Pumice Stone with Handle, Scouring Stick for Cleaning Toilet Rings, Bowls, Hard Water Stains & Sink, Safe for Porcelain - TBR6"|^|"Office Supplies"|^|"PO-100037667"|^|"Approved"|^|"0"|^|"9.85"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/09/2025 AMAZON MARK* NH2ZZ7A 61.57 USD"|^|"Refresh Replacement Refrigerator Water Filter for Bosch 640565, EVOLFLTR10, Whirlpool WHKF-R-PLUS, W1085590, 56932, 2168701, 3M Cuno CS-52, CS-51, CS-450, CS-451, CS-452 (1 Pack)"|^|"Office Supplies"|^|"PO-100037667"|^|"Approved"|^|"0"|^|"16.73"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/09/2025 AMAZON MARK* NH2ZZ7A 61.57 USD"|^|"FPPWFU01 Water Filter Replacement, Compatible With Electrolux EPPWFU01 PureAdvantage PWF-1, Frigidaire FPPWFU01 PurePour PWF-1, 2 Pack"|^|"Office Supplies"|^|"PO-100037667"|^|"Approved"|^|"0"|^|"34.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*NH4EV2E 20.84 USD"|^|"Shipping & Handling"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"5.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1115 Facilities Management"|^|"Amazon Web Services, Inc"|^|"06/05/2025 AMAZON MKTPL*NH4EV2E 20.84 USD"|^|"PERSONALIZED Leather KEYCHAIN, Coordinates Key Chain, 3rd Anniversary, Gift for Birthday, Keyfob, Best Gift Brown"|^|"Office Supplies"|^|"PO-100037611"|^|"Approved"|^|"0"|^|"14.85"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/09/2025 AMAZON MARK* NA4415F 36.00 USD"|^|"Courageous Compassion: From Survival To Sovereignty"|^|"Meeting Equipment & Supplies"|^|"PO-100037661"|^|"Approved"|^|"0"|^|"36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/11/2025 AMAZON MARK* NH2TS62 131.97 USD"|^|"Fulmoon 200 Pcs Motivational Pens Inspirational Notepads Set Positive Affirmation Gift Bulk Kraft Encouragement Notebook Journal Bamboo Pen for Women Graduation Student Teacher Nurse Coworkers Team"|^|"Meeting Equipment & Supplies"|^|"PO-100037661"|^|"Approved"|^|"0"|^|"131.97"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/09/2025 AMAZON MARK* NH6LD4P 87.98 USD"|^|"Fulmoon 200 Pcs Motivational Pens Inspirational Notepads Set Positive Affirmation Gift Bulk Kraft Encouragement Notebook Journal Bamboo Pen for Women Graduation Student Teacher Nurse Coworkers Team"|^|"Meeting Equipment & Supplies"|^|"PO-100037661"|^|"Approved"|^|"0"|^|"87.98"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1118 Diversity & Inclusion"|^|"Amazon Web Services, Inc"|^|"06/06/2025 AMAZON RETA* N61RO4I 125.00 USD"|^|"Amazon eGift Card - Cherry Blossoms (Animated)"|^|"Other External Service Providers"|^|"PO-100037660"|^|"Approved"|^|"0"|^|"125"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1131 Military and Veterans Benefits"|^|"Amazon Web Services, Inc"|^|"06/08/2025 AMAZON MARK* NH1T207 47.88 USD"|^|"Bedsure Sage Green Throw Blanket for Couch - Super Soft Cozy Blankets for Women, Cute Small Fleece Throws for Girls, 50x70 Inches"|^|"Employee Relations and Recognition"|^|"PO-100037647"|^|"Approved"|^|"0"|^|"24.89"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1131 Military and Veterans Benefits"|^|"Amazon Web Services, Inc"|^|"06/08/2025 AMAZON MARK* NH1T207 47.88 USD"|^|"Osacoe Get Well Soon Teddy Bear Stuffed Animal with Gift Box Removable Hoodie for Comfort and Love, for Kids, Women & Men in Tough Time, Get Well Soon Gifts Basket with Beautiful Greeting Card"|^|"Employee Relations and Recognition"|^|"PO-100037647"|^|"Approved"|^|"0"|^|"22.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10013175"|^|"2025-06-23-07:00"|^|"2025-06-23-07:00"|^|"1131 Military and Veterans Benefits"|^|"Amazon Web Services, Inc"|^|"06/06/2025 AMAZON RETA* N64AL87 49.95 USD"|^|"JBL Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)"|^|"Employee Relations and Recognition"|^|"PO-100037647"|^|"Approved"|^|"0"|^|"49.95"|^|""
