Company|^|Reference ID Company|^|Verification Status|^|Verification Number|^|Verification Date|^|Accounting Date for Operational Transaction|^|Cost Center|^|Supplier|^|Trans Detail|^|Line Description|^|Spend Category|^|Purchase Order|^|Trans Status|^|Line Split|^|Line Amount|^|Supplier Contract
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012939"|^|"2025-05-30-07:00"|^|"2025-06-01-07:00"|^|"1760 Craft (WGUC)"|^|"Amazon Web Services, Inc"|^|"05/09/2025 AMAZON MARK* NI6768J 203.05 USD"|^|"9527 Product 7.5" x 5.5" Clear Adhesive Top Loading Packing List/Shipping Label Envelopes (100 Pack)"|^|"Meeting Equipment & Supplies"|^|"PO-100036977"|^|"Approved"|^|"0"|^|"7.64"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012939"|^|"2025-05-30-07:00"|^|"2025-06-01-07:00"|^|"1760 Craft (WGUC)"|^|"Amazon Web Services, Inc"|^|"05/09/2025 AMAZON MARK* NW1T47L 16.45 USD"|^|"Estimated Tax"|^|"Meeting Equipment & Supplies"|^|"PO-100036977"|^|"Approved"|^|"0"|^|"1.46"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012939"|^|"2025-05-30-07:00"|^|"2025-06-01-07:00"|^|"1760 Craft (WGUC)"|^|"Amazon Web Services, Inc"|^|"05/09/2025 AMAZON MARK* NW1T47L 16.45 USD"|^|"Sooez 24 Pack Mesh Zipper Pouch with Sticky Labels, A4 Size Mesh Bags for Board Game & Puzzles Organizing Storage, Durable Letter Size File Bags for Office Classroom Organization, 12 Assorted Colors"|^|"Meeting Equipment & Supplies"|^|"PO-100036977"|^|"Approved"|^|"0"|^|"14.99"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012941"|^|"2025-05-30-07:00"|^|"2025-06-01-07:00"|^|"1323 Regional Operations - South"|^|""|^|"05/13/2025 AMAZON MARK* 563CZ7L (15.95) USD"|^|"MagicWater Supply - 1 LB - Navy Blue - Crinkle Cut Paper Shred Filler great for Gift Wrapping, Basket Filling, Birthdays, Weddings, Anniversaries"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"-15.95"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"Cisco Systems, Inc."|^|"05/12/2025 WL *VUE*TESTING EXAM 12,000.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030813"|^|"Approved"|^|"0"|^|"12000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"05/12/2025 LINUX PROF. INST. 29,250.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030870"|^|"Approved"|^|"0"|^|"29250"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/14/2025 PEOPLECERT 25,925.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"Cisco Systems, Inc."|^|"05/22/2025 WL *VUE*TESTING EXAM 18,000.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030813"|^|"Approved"|^|"0"|^|"18000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"05/22/2025 VUE*PEARSON VUE STOR 6,855.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030967"|^|"Approved"|^|"0"|^|"6855"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"International Information System Security Certification Consortium, Inc."|^|"05/22/2025 ISC2.ORG 22,130.00 USD"|^|"ISC2 can only  process payments that are less than 100 K they split this invoice into 2 charges"|^|"3rd Party Certification Exams"|^|"PO-100030869"|^|"Approved"|^|"0"|^|"22130"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"International Information System Security Certification Consortium, Inc."|^|"05/22/2025 ISC2.ORG 90,000.00 USD"|^|"ISC2 can only  process payments that are less than 100 K they split this invoice into 2 charges"|^|"3rd Party Certification Exams"|^|"PO-100030869"|^|"Approved"|^|"0"|^|"90000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"Pearson Education"|^|"05/22/2025 LINUX PROF. INST. 30,600.00 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030870"|^|"Approved"|^|"0"|^|"30600"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/22/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice number SERV25- CY29832 covers the 5 orders made on 5/22"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/22/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice number SERV25- CY29832 covers the 5 orders made on 5/22"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/22/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice number SERV25- CY29832 covers the 5 orders made on 5/22"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/22/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice number SERV25- CY29832 covers the 5 orders made on 5/22"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1413 Evaluation - School of Technology"|^|"PEOPLECERT INTERNATIONAL LTD"|^|"05/22/2025 PEOPLECERT 25,925.00 USD"|^|"PeopleCert only allows orders of 100 vouchers at a time. The vendor combines orders made same day into 1 invoice. Invoice number SERV25- CY29832 covers the 5 orders made on 5/22"|^|"3rd Party Certification Exams"|^|"PO-100030868"|^|"Approved"|^|"0"|^|"25925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1414 Evaluation - School of Education"|^|"Evaluation Systems"|^|"05/15/2025 ETS INVOICE PAYMENT 5,088.20 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030727"|^|"Approved"|^|"0"|^|"5088.2"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012942"|^|"2025-06-01-07:00"|^|"2025-06-01-07:00"|^|"1414 Evaluation - School of Education"|^|"Evaluation Systems"|^|"05/22/2025 ETS INVOICE PAYMENT 4,552.60 USD"|^|""|^|"3rd Party Certification Exams"|^|"PO-100030727"|^|"Approved"|^|"0"|^|"4552.6"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012943"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1222 WGU Production Studio"|^|"Apple, Inc"|^|"05/21/2025 APPLE.COM/US 277.22 USD"|^|"Apple Pencil Pro"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"277.22"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012944"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1222 WGU Production Studio"|^|"Apple, Inc"|^|"05/21/2025 APPLE.COM/US 3,221.35 USD"|^|"Ipad Pro 13""|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"3221.35"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012945"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1222 WGU Production Studio"|^|"Apple, Inc"|^|"05/21/2025 APPLE.COM/US 212.75 USD"|^|"iPad Pro Smart Folio"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"212.75"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012946"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1222 WGU Production Studio"|^|"Apple, Inc"|^|"05/22/2025 APPLE.COM/US 4,080.95 USD"|^|"STUDIO DISPLAY NANO/VESA/1M-USA"|^|"Audio / Visual Equipment"|^|""|^|"Approved"|^|"0"|^|"4080.95"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012947"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1312 Strategic Partnerships"|^|"Wow, Inc"|^|"05/27/2025 VARSITY MARKETING 4,281.71 USD"|^|""|^|"Promotional Items"|^|""|^|"Approved"|^|"0"|^|"4281.71"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012948"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1561 Craft Technology"|^|"WGU Procurement Only"|^|"05/27/2025 CALENDLY 67.92 USD"|^|"subscription to calendly for Craft - Pay Pcard each month"|^|"Software"|^|"PO-100035883"|^|"Approved"|^|"0"|^|"67.92"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012948"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1561 Craft Technology"|^|"WGU Procurement Only"|^|"05/27/2025 CALENDLY 67.93 USD"|^|"subscription to calendly for Craft - Pay Pcard each month"|^|"Software"|^|"PO-100035883"|^|"Approved"|^|"0"|^|"67.93"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012949"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1760 Craft (WGUC)"|^|"WGU Procurement Only"|^|"05/27/2025 1PASSWORD 92.50 USD"|^|"Setting up blanket purchase order to verify 1Password Pcard verifications. For Craft Education."|^|"Software"|^|"PO-100035352"|^|"Approved"|^|"0"|^|"92.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012951"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1301 Office of the CMO"|^|""|^|"05/29/2025 AMAZON MKTPL*NN6HU1M 83.10 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"83.1"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012952"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"05/27/2025 VETERANS AFFRS DMC 3,925.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"3925"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012952"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"05/27/2025 VETERANS AFFRS DMC 3,955.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"3955"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012952"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"05/27/2025 VETERANS AFFRS DMC 500.00 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"500"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012952"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1130 Administrative Clearing"|^|"Department of Veterans Affairs"|^|"05/27/2025 VETERANS AFFRS DMC 634.03 USD"|^|"Streamlining process of reconciling P card for Military refunds."|^|"Third-Party Refund Payment - BANNER ONLY USE"|^|"PO-100030213"|^|"Approved"|^|"0"|^|"634.03"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012953"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1114 Finance"|^|""|^|"05/28/2025 TST* SAFFRON VALLEY 212.05 USD"|^|"Finance: lunch for quarterly director meeting"|^|"Meeting Food & Beverage"|^|""|^|"Approved"|^|"0"|^|"212.05"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/23/2025 EINSTEIN BROS-ONLINE 116.66 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"116.66"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/22/2025 EZCATER*MO BETTAHS 399.74 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"399.74"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/29/2025 IN *TALENT MANAGEMEN 1,184.50 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"1184.5"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/29/2025 IN *MARCO VERGARAY 1,000.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"1000"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/16/2025 RED FINCH R 83.84 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"83.84"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/29/2025 IN *BAD STILL LIFE F 500.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"500"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/29/2025 ASSEMBLE, INC 48.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"48"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/29/2025 SQ *ANYA ZEITLIN 1,150.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"1150"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/28/2025 DUSTINARMSTRONGFILMS 566.25 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"566.25"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/21/2025 MAGIC CASTLE CLEANIN 20.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"20"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/28/2025 I2G JANELLE COREY ST 1,150.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"1150"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/21/2025 MAGIC CASTLE CLEANIN 135.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"135"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/21/2025 IN *SIMPLY PRIVYS LL 80.36 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"80.36"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/20/2025 SP RED FINCH RENTAL 118.21 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"118.21"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012954"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1333 Marketing Creative"|^|""|^|"05/20/2025 MAGIC CASTLE CLEANIN 300.00 USD"|^|""|^|"Marketing Services"|^|""|^|"Approved"|^|"0"|^|"300"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012955"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"05/28/2025 OTC BRANDS  *OTC BRA 63.98 USD"|^|""|^|"Meeting Equipment & Supplies"|^|""|^|"Approved"|^|"0"|^|"63.98"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012956"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1312 Strategic Partnerships"|^|"WGU Procurement Only"|^|"05/28/2025 MUSD PETTY CASH 1,500.00 USD"|^|"MUSD Conference Registration for Eve Marsh for $1,500.00.  Paid via Alex Gailey's P-Card via phone on 5/28/25."|^|"Sponsorships"|^|"PO-100037556"|^|"Approved"|^|"0"|^|"1500"|^|""
"Western Governors University"|^|"WGU"|^|"Approved"|^|"PC-10012957"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1312 Strategic Partnerships"|^|""|^|"05/29/2025 THE UPS STORE 5745 37.45 USD"|^|""|^|"Postage & Shipping"|^|""|^|"Approved"|^|"0"|^|"37.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012958"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1413 Evaluation - School of Technology"|^|"International Council of E-Commerce Consultants, Inc."|^|"05/23/2025 ICLASS.ECCOUNCIL.ORG 2,000.00 USD"|^|"This should be linked to PO-100030666, workday will not load the information"|^|"3rd Party Certification Exams"|^|""|^|"Approved"|^|"0"|^|"2000"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012959"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1001 Office of the President / CEO"|^|"WGU Procurement Only"|^|"05/27/2025 ELIZABETHS CUSTOM CA 6,664.45 USD"|^|"Catering for SLD Summit May 20-21, 2025"|^|"Meeting Food & Beverage"|^|"PO-100037631"|^|"Approved"|^|"0"|^|"6664.45"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012959"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1607 University Events"|^|""|^|"05/27/2025 SP WRISTBANDS.COM 127.12 USD"|^|""|^|"Meeting Equipment & Supplies"|^|""|^|"Approved"|^|"0"|^|"127.12"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012959"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1607 University Events"|^|"WGU Procurement Only"|^|"05/25/2025 NORDSTROM-RACK #0033 39.99 USD"|^|"Misc supplies for School of Business Summit"|^|"Meeting Equipment & Supplies"|^|"PO-100037649"|^|"Approved"|^|"0"|^|"39.99"|^|""
"Juvo Ventures, LLC"|^|"Juvo"|^|"Approved"|^|"PC-10012960"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1512 Juvo LLC"|^|""|^|"05/25/2025 WATER COFFEE DELIVER 7.80 USD"|^|""|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"7.8"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/12/2025 ECOBEE 386.10 USD"|^|"Thermostat Service"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"386.1"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/13/2025 AMAZON MARK* NB4607B (75.06) USD"|^|"Monitor Mount Refund"|^|"Office Supplies"|^|""|^|"Approved"|^|"0"|^|"-75.06"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|"FIRE SAFE PROTECTION SERVICES, LP"|^|"05/09/2025 FIRE SAFE PROTECTION 574.23 USD"|^|"Fire Extinguisher Inspection and Test"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"574.23"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/19/2025 CLOUD COVER MUSIC 209.65 USD"|^|"Background Music"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"209.65"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/08/2025 BLUEBEAM INC. 472.78 USD"|^|"Bluebeam"|^|"Software"|^|""|^|"Approved"|^|"0"|^|"472.78"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/17/2025 THE HOME DEPOT #4403 81.32 USD"|^|"Magnets and Glue"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"81.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/18/2025 GARMIN 17.32 USD"|^|"Dashcam"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"17.32"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/16/2025 THE HOME DEPOT #4413 53.54 USD"|^|"Silicone & Wood Screws"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"53.54"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/16/2025 MOUNTAIN LAND DESIGN 251.43 USD"|^|"Fridge Toe Kicks and Filters"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"251.43"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/27/2025 IN *WASATCH COMPRESS 330.36 USD"|^|"Compressor Diagnostics"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"330.36"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/27/2025 GOOGLE *YOUTUBE TV 89.18 USD"|^|"Youtube TV"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"89.18"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/26/2025 AMAZON MKTPL*NZ4SC9U 57.63 USD"|^|"Vehicle Keychains"|^|"Automobiles"|^|""|^|"Approved"|^|"0"|^|"57.63"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/18/2025 AMAZON MARK* NW3NS38 231.18 USD"|^|"Lighting Sensor Battery Replacement"|^|"Equipment Repairs & Maintenance"|^|""|^|"Approved"|^|"0"|^|"231.18"|^|""
"WGU Corporation"|^|"WGUCORP"|^|"Approved"|^|"PC-10012961"|^|"2025-06-02-07:00"|^|"2025-06-02-07:00"|^|"1115 Facilities Management"|^|""|^|"05/21/2025 OPENAI *CHATGPT SUBS 21.45 USD"|^|"Chat GPT"|^|"Corporate Memberships, Subscriptions & Dues"|^|""|^|"Approved"|^|"0"|^|"21.45"|^|""
